era_start,era_end,months,mean_monthly,mean_monthly_ci_low,mean_monthly_ci_high,annualized_arithmetic_mean,annualized_volatility,annualized_sharpe_zero_rate,cumulative_compounded_return,maximum_drawdown,positive_month_fraction
2011-02-01,2015-12-01,59,0.000807997228363974,,,0.009695966740367688,0.06615571568061884,0.1465627971916604,0.037699326475447714,-0.16240228289364,0.4915254237288136
2016-01-01,2020-12-01,60,-0.0015739267923393272,,,-0.018887121508071925,0.05275635103506525,-0.35800659328235823,-0.09639624141231973,-0.1493177101592833,0.45
2021-01-01,2024-12-01,48,-0.0019785824785907512,,,-0.023742989743089013,0.06949317540352838,-0.3416593011503617,-0.09926557559136506,-0.19985686324284946,0.3541666666666667
